Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition
33,Travel_Rarely,Research & Development,2,2,Female,1,Laboratory Technician,1,Married,2707,No,20,4,0,13,9,1,Yes
52,Non-Travel,Sales,2,4,Male,5,Manager,3,Single,19068,Yes,18,3,0,33,33,15,No
32,Travel_Rarely,Sales,4,2,Female,1,Sales Representative,2,Married,3931,No,11,3,1,6,4,1,No
32,Travel_Rarely,Research & Development,1,3,Male,1,Laboratory Technician,3,Single,3730,Yes,14,3,0,4,3,1,Yes
39,Travel_Rarely,Research & Development,1,4,Female,1,Laboratory Technician,3,Divorced,2232,No,14,3,3,7,3,1,No
32,Non-Travel,Sales,26,4,Male,2,Sales Executive,4,Married,4465,No,18,3,0,4,3,2,No
41,Travel_Rarely,Research & Development,19,2,Male,2,Research Scientist,1,Divorced,3072,No,16,3,2,17,1,0,No
40,Travel_Rarely,Research & Development,24,2,Male,2,Research Scientist,4,Divorced,3319,No,17,3,2,9,9,4,No
45,Travel_Rarely,Research & Development,1,3,Male,5,Manager,4,Married,19202,No,11,3,1,25,24,1,No
31,Travel_Frequently,Research & Development,3,4,Male,3,Research Director,3,Divorced,13675,No,12,3,1,9,2,2,No
33,Travel_Rarely,Research & Development,5,4,Female,1,Research Scientist,4,Married,2911,No,13,3,1,2,2,0,No
34,Travel_Rarely,Research & Development,2,4,Male,2,Manufacturing Director,1,Married,5957,No,13,3,1,13,11,5,No
37,Travel_Rarely,Research & Development,1,2,Female,1,Research Scientist,1,Married,3920,No,14,3,1,17,3,0,No
45,Travel_Frequently,Research & Development,7,4,Male,2,Manufacturing Director,3,Married,6434,No,17,3,1,9,3,0,No
37,Travel_Frequently,Research & Development,10,3,Male,3,Manufacturing Director,3,Divorced,10048,No,11,3,2,17,1,0,Yes
39,Travel_Frequently,Research & Development,2,4,Female,3,Healthcare Representative,3,Single,10938,No,25,4,0,20,19,11,No
29,Travel_Rarely,Research & Development,15,3,Male,1,Research Scientist,4,Single,2340,No,19,3,0,6,6,1,No
42,Travel_Rarely,Research & Development,17,2,Female,2,Research Scientist,1,Single,6545,Yes,13,3,0,10,3,0,No
29,Travel_Rarely,Sales,20,2,Male,2,Sales Executive,4,Divorced,6931,No,14,3,1,10,3,0,No
25,Travel_Rarely,Research & Development,1,3,Female,2,Manufacturing Director,3,Married,4898,No,12,3,2,5,4,1,No
42,Travel_Rarely,Research & Development,2,3,Female,1,Laboratory Technician,1,Divorced,2593,Yes,11,3,1,10,9,7,No
40,Travel_Rarely,Research & Development,2,2,Male,5,Research Director,3,Divorced,19436,No,19,3,1,22,21,3,No
51,Travel_Rarely,Research & Development,1,3,Male,1,Research Scientist,4,Married,2723,No,11,3,0,1,1,0,No
31,Travel_Frequently,Research & Development,29,2,Male,1,Laboratory Technician,2,Single,3479,No,11,3,0,6,5,1,Yes
32,Travel_Frequently,Research & Development,7,3,Male,1,Laboratory Technician,2,Married,2794,No,20,4,0,5,5,0,No
38,Non-Travel,Sales,2,2,Male,2,Sales Executive,4,Married,5249,No,18,3,1,13,8,7,No
32,Travel_Rarely,Research & Development,2,1,Male,2,Laboratory Technician,1,Single,2176,No,13,3,0,9,6,0,No
46,Travel_Rarely,Sales,2,3,Female,4,Manager,2,Married,16872,Yes,12,3,1,28,7,7,No
28,Travel_Rarely,Research & Development,2,4,Male,1,Laboratory Technician,3,Single,3485,No,11,3,0,5,0,0,Yes
29,Travel_Rarely,Sales,2,3,Male,2,Sales Executive,2,Married,6644,No,19,3,2,10,0,0,No
31,Travel_Rarely,Research & Development,23,3,Male,2,Healthcare Representative,4,Married,5582,No,21,4,1,10,9,7,No
25,Non-Travel,Research & Development,5,2,Male,2,Healthcare Representative,1,Divorced,4000,No,12,3,2,6,6,1,No
45,Travel_Rarely,Research & Development,20,2,Male,4,Healthcare Representative,4,Married,13496,Yes,14,3,0,21,20,4,No
36,Travel_Rarely,Research & Development,6,3,Male,1,Laboratory Technician,4,Married,3210,No,11,3,1,16,15,10,No
55,Travel_Rarely,Research & Development,1,3,Male,5,Manager,1,Single,19045,Yes,14,3,0,37,36,4,No
47,Non-Travel,Research & Development,29,4,Male,3,Manager,2,Married,11849,Yes,12,3,1,10,10,9,Yes
28,Travel_Rarely,Research & Development,9,3,Male,1,Research Scientist,4,Married,2070,No,23,4,1,5,5,0,No
37,Travel_Rarely,Sales,6,4,Male,2,Sales Executive,4,Married,6502,No,14,3,1,7,5,0,No
21,Travel_Rarely,Research & Development,3,2,Male,1,Research Scientist,3,Single,3230,No,17,3,0,3,3,1,No
37,Non-Travel,Research & Development,1,4,Female,3,Research Director,4,Divorced,13603,Yes,18,3,2,15,5,0,No
35,Travel_Rarely,Research & Development,22,3,Female,3,Manager,2,Divorced,11996,No,18,3,1,10,7,6,No
38,Travel_Rarely,Sales,7,2,Female,2,Sales Executive,1,Divorced,5605,Yes,24,4,1,8,8,7,No
26,Travel_Frequently,Research & Development,1,3,Female,2,Manufacturing Director,2,Divorced,6397,No,20,4,1,6,6,1,No
50,Travel_Rarely,Research & Development,4,1,Male,5,Research Director,2,Divorced,19144,No,14,3,2,28,10,1,No
53,Travel_Rarely,Research & Development,3,4,Male,4,Research Director,3,Married,17584,Yes,16,3,3,21,5,1,No
42,Travel_Rarely,Sales,1,1,Male,2,Sales Executive,3,Married,4907,No,25,4,0,20,20,11,No
29,Travel_Frequently,Sales,2,2,Male,2,Sales Executive,4,Single,4554,No,18,3,0,10,10,0,No
55,Travel_Rarely,Research & Development,20,2,Male,2,Laboratory Technician,4,Married,5415,Yes,19,3,1,12,10,0,No
26,Travel_Frequently,Research & Development,11,2,Male,2,Healthcare Representative,1,Married,4741,Yes,13,3,1,5,5,3,No
37,Travel_Rarely,Research & Development,1,3,Female,1,Research Scientist,4,Single,2115,No,12,3,0,17,17,5,No
44,Travel_Frequently,Research & Development,24,3,Male,1,Laboratory Technician,3,Divorced,3161,Yes,22,4,1,19,1,0,Yes
38,Travel_Rarely,Research & Development,23,4,Male,2,Healthcare Representative,4,Divorced,5745,No,14,3,1,10,2,1,No
26,Travel_Rarely,Research & Development,16,4,Male,1,Laboratory Technician,2,Divorced,2373,Yes,13,3,1,5,3,0,Yes
28,Travel_Rarely,Research & Development,8,2,Female,1,Research Scientist,4,Single,3310,No,21,4,0,5,5,0,No
49,Travel_Frequently,Research & Development,10,4,Female,5,Research Director,1,Single,18665,Yes,11,3,0,22,3,1,No
36,Travel_Rarely,Research & Development,3,3,Male,2,Research Scientist,2,Single,4485,No,12,3,0,10,8,7,No
31,Travel_Frequently,Sales,5,3,Female,1,Sales Representative,2,Divorced,2789,No,11,3,1,2,2,2,No
26,Travel_Rarely,Sales,4,4,Male,2,Sales Executive,4,Single,5828,Yes,12,3,0,8,8,7,Yes
37,Travel_Frequently,Research & Development,9,3,Male,1,Research Scientist,4,Married,2326,Yes,12,3,3,4,4,1,No
42,Travel_Frequently,Sales,26,3,Female,4,Sales Executive,2,Married,13525,No,14,3,1,23,20,4,No
18,Travel_Rarely,Research & Development,3,3,Male,1,Laboratory Technician,3,Single,1420,No,13,3,0,0,0,0,Yes
35,Travel_Rarely,Sales,16,3,Male,3,Sales Executive,2,Married,8020,No,15,3,2,12,11,6,No
36,Travel_Frequently,Research & Development,18,4,Male,1,Laboratory Technician,4,Married,3688,No,18,3,2,4,1,0,No
51,Travel_Rarely,Research & Development,2,3,Male,2,Manufacturing Director,2,Divorced,5482,No,18,3,1,13,4,1,No
41,Travel_Rarely,Sales,2,4,Male,4,Manager,2,Single,16015,No,19,3,0,22,22,0,No
18,Travel_Rarely,Sales,10,3,Female,1,Sales Representative,3,Single,1200,No,12,3,0,0,0,0,No
28,Travel_Rarely,Research & Development,16,2,Male,2,Healthcare Representative,1,Single,5661,No,19,3,0,9,8,0,No
31,Travel_Rarely,Sales,7,3,Male,2,Sales Executive,4,Married,6929,No,11,3,1,10,8,7,No
39,Travel_Rarely,Research & Development,1,3,Male,3,Healthcare Representative,4,Divorced,9613,No,17,3,3,19,18,3,No
36,Non-Travel,Research & Development,24,4,Female,2,Laboratory Technician,2,Married,5674,No,15,3,1,11,9,0,No
32,Travel_Rarely,Sales,7,3,Male,2,Sales Executive,3,Married,5484,No,14,3,1,13,13,4,No
38,Travel_Rarely,Research & Development,25,2,Female,3,Research Director,2,Married,12061,No,17,3,1,19,10,0,No
58,Non-Travel,Research & Development,1,4,Male,2,Healthcare Representative,3,Divorced,5660,Yes,13,3,1,12,5,1,No
31,Travel_Rarely,Research & Development,5,4,Male,1,Research Scientist,4,Married,4821,Yes,12,3,1,6,5,0,No
31,Travel_Rarely,Human Resources,2,3,Male,2,Human Resources,1,Married,6410,No,12,3,0,9,2,1,No
45,Travel_Frequently,Research & Development,7,3,Male,3,Laboratory Technician,1,Divorced,5210,No,18,3,1,24,24,9,No
31,Travel_Rarely,Research & Development,2,4,Male,1,Research Scientist,4,Divorced,2695,Yes,18,3,1,3,2,2,No
33,Travel_Frequently,Research & Development,5,4,Female,3,Manager,2,Married,11878,No,11,3,2,12,10,8,No
39,Travel_Rarely,Research & Development,10,1,Male,4,Manager,1,Married,17068,Yes,14,3,0,21,21,11,No
43,Travel_Frequently,Research & Development,10,4,Female,1,Laboratory Technician,4,Single,2455,No,19,3,0,9,8,1,No
49,Travel_Rarely,Research & Development,1,2,Female,4,Healthcare Representative,3,Single,13964,Yes,12,3,0,25,7,0,No
52,Travel_Rarely,Research & Development,8,4,Male,2,Research Scientist,2,Married,4941,No,15,3,0,11,8,7,Yes
27,Travel_Rarely,Research & Development,5,3,Female,1,Research Scientist,2,Single,2478,Yes,12,3,0,4,4,1,No
32,Travel_Rarely,Sales,8,2,Female,2,Sales Executive,2,Married,5228,Yes,11,3,0,13,13,11,No
27,Travel_Rarely,Sales,2,3,Male,2,Sales Executive,3,Single,4478,Yes,11,3,0,5,5,0,No
31,Travel_Rarely,Sales,7,3,Male,2,Sales Executive,4,Divorced,7547,No,12,3,3,13,7,1,No
32,Travel_Rarely,Research & Development,2,4,Female,2,Research Scientist,4,Single,5055,No,16,3,0,10,7,0,No
28,Travel_Rarely,Research & Development,2,4,Male,1,Research Scientist,4,Married,3464,Yes,13,3,0,5,3,2,Yes
30,Travel_Rarely,Research & Development,28,2,Female,2,Research Scientist,4,Married,5775,No,13,3,2,11,10,1,No
31,Travel_Frequently,Research & Development,7,2,Female,3,Manufacturing Director,3,Married,8943,No,24,4,1,10,10,8,No
39,Travel_Frequently,Research & Development,7,2,Male,5,Manager,4,Married,19272,No,15,3,1,21,21,13,No
39,Travel_Rarely,Sales,3,2,Female,2,Sales Executive,3,Married,5238,Yes,18,3,0,12,1,0,Yes
33,Travel_Frequently,Sales,10,3,Male,2,Sales Executive,4,Single,4682,No,14,3,0,9,7,0,No
47,Travel_Rarely,Research & Development,5,5,Male,5,Research Director,3,Married,18300,No,11,3,1,21,3,1,No
43,Travel_Frequently,Research & Development,10,4,Female,2,Laboratory Technician,3,Divorced,5257,No,11,3,1,9,9,0,No
27,Non-Travel,Sales,1,1,Male,2,Sales Executive,2,Married,6349,Yes,13,3,1,6,5,1,No
54,Travel_Frequently,Research & Development,20,4,Female,2,Research Scientist,3,Single,4869,No,12,3,0,20,4,0,No
43,Travel_Rarely,Research & Development,7,3,Female,3,Healthcare Representative,1,Married,9985,No,16,3,1,10,1,0,No
45,Travel_Rarely,Research & Development,8,4,Male,2,Research Scientist,4,Married,3697,No,14,3,2,12,10,9,No
40,Travel_Rarely,Sales,1,2,Male,2,Sales Executive,4,Married,7457,Yes,22,4,3,6,4,0,No
29,Travel_Rarely,Research & Development,8,4,Male,1,Laboratory Technician,1,Married,2119,Yes,11,3,0,7,7,0,Yes
29,Travel_Rarely,Research & Development,9,5,Male,1,Laboratory Technician,4,Single,3983,No,17,3,0,4,3,2,No
30,Travel_Rarely,Sales,5,3,Female,2,Sales Executive,3,Divorced,6118,No,13,3,3,10,10,1,No
27,Travel_Rarely,Sales,8,4,Female,2,Sales Executive,2,Married,6214,No,18,3,1,8,8,0,No
37,Travel_Rarely,Research & Development,5,2,Male,2,Manufacturing Director,4,Divorced,6347,No,16,3,2,8,6,0,No
38,Travel_Rarely,Research & Development,15,2,Male,3,Research Director,4,Divorced,11510,Yes,14,3,1,12,11,2,No
31,Travel_Rarely,Research & Development,7,4,Female,3,Manufacturing Director,4,Single,7143,Yes,14,3,0,11,11,4,No
29,Travel_Rarely,Sales,10,1,Female,2,Sales Executive,2,Divorced,8268,Yes,14,3,2,7,7,1,No
35,Travel_Rarely,Research & Development,5,4,Male,3,Manufacturing Director,2,Single,8095,No,13,3,0,17,16,0,No
23,Travel_Rarely,Research & Development,26,1,Male,1,Research Scientist,4,Divorced,2904,No,12,3,2,4,4,0,No
41,Travel_Rarely,Research & Development,6,3,Male,2,Manufacturing Director,2,Single,6032,Yes,15,3,0,8,5,1,No
47,Travel_Frequently,Sales,4,1,Male,2,Sales Representative,3,Single,2976,No,19,3,0,5,0,0,No
42,Travel_Rarely,Research & Development,23,5,Female,4,Research Director,4,Single,15992,No,14,3,0,16,1,0,No
29,Non-Travel,Sales,2,3,Male,2,Sales Executive,3,Married,4649,No,14,3,1,4,4,0,No
42,Travel_Rarely,Human Resources,2,1,Male,1,Human Resources,3,Divorced,2696,Yes,11,3,1,4,3,1,No
32,Travel_Rarely,Research & Development,2,3,Female,1,Laboratory Technician,2,Married,2370,No,13,3,1,8,8,0,No
48,Travel_Rarely,Sales,29,1,Female,3,Manager,3,Married,12504,No,21,4,1,15,0,0,No
37,Travel_Rarely,Research & Development,6,3,Male,2,Research Scientist,1,Divorced,5974,Yes,13,3,2,13,7,6,No
30,Non-Travel,Sales,25,2,Female,2,Sales Executive,3,Married,4736,Yes,12,3,1,4,2,2,No
26,Travel_Rarely,Sales,1,3,Male,2,Sales Executive,3,Married,5296,No,17,3,1,8,8,7,No
42,Travel_Rarely,Research & Development,2,4,Male,2,Healthcare Representative,4,Single,6781,No,23,4,0,14,1,0,No
21,Travel_Frequently,Sales,1,1,Female,1,Sales Representative,2,Single,2174,Yes,11,3,0,3,3,1,Yes
36,Non-Travel,Sales,1,5,Female,2,Sales Executive,4,Single,6653,No,15,3,0,7,1,0,No
36,Travel_Frequently,Sales,3,4,Male,3,Sales Executive,4,Married,9699,No,11,3,1,16,13,1,No
57,Travel_Rarely,Research & Development,1,4,Male,2,Healthcare Representative,3,Married,6755,No,11,3,0,15,3,1,No
40,Travel_Rarely,Research & Development,10,4,Female,1,Laboratory Technician,3,Married,2213,Yes,13,3,1,10,7,1,No
21,Non-Travel,Sales,9,2,Male,1,Sales Representative,4,Single,2610,No,24,4,0,3,3,2,No
33,Travel_Rarely,Sales,5,3,Female,1,Sales Representative,3,Single,2851,Yes,13,3,0,1,1,0,Yes
37,Travel_Rarely,Research & Development,10,3,Female,1,Laboratory Technician,1,Married,3452,No,20,4,1,17,5,0,No
46,Non-Travel,Research & Development,7,4,Female,2,Manufacturing Director,3,Married,5258,No,14,3,0,7,1,0,No
41,Travel_Frequently,Sales,4,3,Male,2,Sales Executive,2,Single,9355,No,18,3,0,8,8,7,Yes
50,Travel_Rarely,Research & Development,10,3,Male,3,Healthcare Representative,4,Single,10496,No,15,3,0,20,4,1,No
40,Travel_Rarely,Sales,22,2,Male,2,Sales Executive,3,Married,6380,Yes,12,3,2,8,6,1,Yes
31,Travel_Rarely,Research & Development,9,4,Male,1,Research Scientist,2,Single,2657,Yes,16,3,0,3,2,2,No
21,Travel_Rarely,Sales,12,3,Female,1,Sales Representative,2,Single,2716,No,15,3,0,1,1,0,Yes
29,Travel_Rarely,Research & Development,23,3,Male,1,Research Scientist,4,Single,2201,No,16,3,0,6,3,1,No
35,Travel_Rarely,Research & Development,9,4,Male,2,Healthcare Representative,2,Single,6540,No,19,3,0,10,1,0,No
27,Travel_Rarely,Research & Development,1,2,Male,1,Laboratory Technician,2,Divorced,3816,No,11,3,1,5,5,0,No
28,Travel_Rarely,Sales,9,4,Male,2,Sales Executive,4,Single,5253,No,16,3,0,7,7,0,No
49,Travel_Rarely,Research & Development,7,3,Male,3,Healthcare Representative,3,Single,10965,No,24,4,0,26,5,0,No
51,Travel_Rarely,Sales,14,2,Female,2,Sales Executive,4,Married,4936,No,11,3,1,18,7,0,No
36,Travel_Rarely,Research & Development,2,3,Female,1,Research Scientist,3,Married,2543,No,13,3,1,6,2,2,No
34,Non-Travel,Sales,19,3,Male,2,Sales Executive,4,Single,5304,Yes,13,3,0,9,5,0,Yes
55,Travel_Rarely,Research & Development,2,3,Female,4,Manager,4,Single,16659,Yes,13,3,0,30,5,1,No
24,Travel_Rarely,Sales,10,4,Female,2,Sales Executive,3,Divorced,4260,Yes,12,3,1,5,5,0,No
30,Travel_Rarely,Sales,2,1,Male,1,Sales Representative,2,Married,2476,No,18,3,1,1,1,0,No
26,Travel_Frequently,Research & Development,3,1,Male,1,Research Scientist,1,Single,3102,No,22,4,0,7,6,0,Yes
22,Travel_Rarely,Research & Development,11,3,Female,1,Research Scientist,2,Married,2244,No,13,3,1,2,2,1,No
36,Travel_Rarely,Sales,2,2,Male,3,Sales Executive,3,Married,7596,No,13,3,2,10,10,9,No
30,Travel_Frequently,Research & Development,4,3,Male,1,Research Scientist,4,Single,2285,Yes,23,4,0,3,1,0,Yes
37,Travel_Rarely,Research & Development,14,3,Female,1,Laboratory Technician,1,Divorced,3034,No,12,3,1,18,18,12,No
40,Travel_Rarely,Sales,2,2,Female,2,Sales Executive,2,Divorced,5715,No,12,3,2,8,5,1,No
42,Travel_Rarely,Research & Development,1,4,Female,1,Laboratory Technician,1,Divorced,2576,No,16,3,1,8,5,1,No
37,Travel_Rarely,Research & Development,10,4,Male,2,Manufacturing Director,2,Single,4197,Yes,12,3,0,18,1,0,No
43,Travel_Rarely,Research & Development,12,3,Male,4,Research Director,2,Divorced,14336,No,11,3,1,25,25,3,No
40,Travel_Rarely,Research & Development,2,3,Female,2,Laboratory Technician,3,Married,3448,No,22,4,1,20,1,0,No
54,Travel_Rarely,Research & Development,5,2,Male,5,Research Director,1,Married,19406,No,11,3,1,24,4,1,No
34,Non-Travel,Sales,4,4,Female,2,Sales Executive,3,Married,6538,No,15,3,1,6,3,1,No
31,Travel_Rarely,Research & Development,7,2,Female,2,Manufacturing Director,1,Married,4306,No,12,3,1,13,13,3,No
43,Travel_Frequently,Research & Development,21,3,Male,1,Laboratory Technician,4,Married,2258,No,20,4,1,8,3,1,No
43,Travel_Rarely,Research & Development,8,4,Female,2,Healthcare Representative,3,Divorced,4522,Yes,14,3,0,8,5,0,No
25,Travel_Rarely,Sales,4,2,Female,2,Sales Executive,4,Single,4487,Yes,11,3,0,5,5,1,No
37,Non-Travel,Research & Development,25,5,Female,2,Research Scientist,3,Married,4449,Yes,15,3,2,15,13,10,No
31,Travel_Rarely,Research & Development,1,2,Male,1,Laboratory Technician,1,Married,2218,No,12,3,1,4,4,3,No
39,Travel_Frequently,Research & Development,1,1,Male,5,Manager,3,Divorced,19197,Yes,14,3,1,21,21,1,No
56,Travel_Frequently,Sales,6,3,Female,4,Sales Executive,1,Married,13212,No,11,3,3,36,7,7,No
30,Travel_Rarely,Sales,12,3,Female,2,Sales Executive,3,Single,6577,No,11,3,0,6,5,4,No
41,Travel_Rarely,Sales,1,3,Male,3,Sales Executive,1,Married,8392,No,16,3,1,10,10,0,No
28,Travel_Rarely,Research & Development,17,2,Male,2,Laboratory Technician,1,Divorced,4558,No,12,3,1,10,10,1,No
25,Travel_Rarely,Research & Development,3,3,Male,1,Laboratory Technician,1,Married,4031,No,13,3,1,6,2,0,Yes
52,Travel_Rarely,Research & Development,3,3,Male,3,Manufacturing Director,3,Married,7969,Yes,14,3,0,28,5,0,No
45,Travel_Rarely,Research & Development,10,2,Male,1,Research Scientist,4,Married,2654,No,21,4,2,8,2,0,No
52,Travel_Rarely,Research & Development,4,2,Female,4,Manager,4,Married,16555,No,13,3,0,31,5,1,No
42,Travel_Frequently,Research & Development,29,2,Female,2,Research Scientist,3,Divorced,4556,No,11,3,1,19,5,0,No
30,Travel_Rarely,Research & Development,2,3,Female,2,Manufacturing Director,4,Single,6091,No,20,4,0,11,5,0,No
60,Travel_Rarely,Research & Development,7,3,Female,5,Manager,1,Married,19566,No,11,3,0,33,29,11,No
46,Travel_Rarely,Research & Development,18,3,Female,2,Manufacturing Director,3,Divorced,4810,No,14,3,1,19,10,0,No
42,Travel_Frequently,Research & Development,28,4,Female,2,Healthcare Representative,4,Married,4523,No,11,3,3,7,6,0,No
24,Travel_Rarely,Sales,1,1,Female,1,Sales Representative,2,Single,3202,Yes,16,3,0,6,5,1,Yes
34,Travel_Frequently,Sales,6,2,Female,1,Sales Representative,3,Divorced,2351,No,16,3,1,3,2,1,Yes
38,Travel_Frequently,Research & Development,2,2,Male,1,Laboratory Technician,4,Married,1702,Yes,23,4,1,1,1,0,No
40,Travel_Rarely,Sales,2,4,Female,5,Manager,3,Married,18041,No,14,3,0,21,20,1,No
26,Travel_Rarely,Research & Development,23,3,Female,1,Research Scientist,4,Divorced,2886,No,22,4,2,3,3,0,No
30,Non-Travel,Research & Development,3,3,Male,1,Laboratory Technician,4,Married,2097,No,15,3,1,9,5,1,No
29,Travel_Rarely,Research & Development,3,4,Male,3,Research Director,3,Married,11935,No,18,3,0,10,10,0,No
29,Travel_Rarely,Research & Development,25,5,Female,1,Research Scientist,2,Married,2546,No,16,3,0,6,2,1,Yes
19,Travel_Rarely,Human Resources,2,2,Male,1,Human Resources,4,Single,2564,No,12,3,0,1,1,0,Yes
30,Non-Travel,Sales,22,4,Female,3,Sales Executive,1,Married,8412,No,11,3,0,10,9,7,No
57,Travel_Rarely,Sales,29,3,Male,4,Manager,4,Divorced,14118,No,12,3,1,32,1,0,No
50,Travel_Rarely,Research & Development,29,4,Male,4,Manager,3,Married,17046,No,15,3,1,28,27,15,No
30,Non-Travel,Research & Development,2,3,Female,1,Laboratory Technician,4,Single,2564,No,14,3,0,12,11,6,No
60,Travel_Frequently,Sales,28,3,Female,3,Sales Executive,1,Married,10266,No,19,3,0,22,18,13,No
47,Travel_Rarely,Research & Development,2,2,Female,2,Manufacturing Director,4,Divorced,5070,No,13,3,3,20,5,0,No
46,Travel_Rarely,Research & Development,2,3,Male,4,Research Director,3,Married,17861,No,13,3,0,26,3,0,No
35,Travel_Rarely,Research & Development,22,3,Male,1,Laboratory Technician,3,Single,4230,No,15,3,0,6,5,4,No
54,Travel_Rarely,Research & Development,8,4,Female,2,Laboratory Technician,3,Single,3780,No,11,3,0,19,1,0,No
34,Travel_Rarely,Research & Development,2,4,Male,1,Research Scientist,3,Divorced,2768,No,12,3,1,14,7,5,No
46,Travel_Rarely,Sales,10,3,Female,3,Sales Executive,4,Married,9071,Yes,19,3,1,15,3,1,No
31,Travel_Rarely,Research & Development,9,1,Male,3,Manufacturing Director,2,Divorced,10648,No,25,4,1,13,13,0,No
33,Travel_Rarely,Research & Development,15,1,Male,3,Manager,3,Married,13610,Yes,12,3,0,15,7,7,Yes
33,Travel_Rarely,Research & Development,10,1,Male,1,Laboratory Technician,4,Divorced,3408,No,13,3,3,8,4,1,Yes
30,Travel_Rarely,Sales,7,1,Male,1,Sales Representative,2,Single,2983,No,14,3,0,4,3,1,No
35,Travel_Rarely,Research & Development,16,3,Male,3,Healthcare Representative,3,Married,7632,Yes,12,3,0,10,8,0,No
31,Travel_Frequently,Research & Development,20,3,Male,3,Healthcare Representative,3,Married,9824,No,12,3,0,12,1,0,Yes
34,Travel_Frequently,Human Resources,23,3,Female,3,Human Resources,1,Divorced,9950,Yes,15,3,3,11,3,0,Yes
42,Travel_Frequently,Research & Development,5,2,Male,1,Laboratory Technician,3,Married,2093,No,17,3,1,8,2,2,No
36,Non-Travel,Sales,10,4,Male,3,Sales Executive,4,Single,9980,No,14,3,0,10,10,9,No
22,Travel_Frequently,Research & Development,4,1,Male,1,Laboratory Technician,3,Single,3894,No,16,3,0,4,2,1,Yes
48,Travel_Rarely,Sales,2,5,Female,2,Sales Executive,4,Married,4051,No,14,3,1,14,9,6,No
55,Travel_Rarely,Sales,18,5,Female,4,Manager,2,Single,16835,No,23,4,0,37,10,7,No
41,Non-Travel,Sales,10,2,Male,2,Sales Executive,4,Single,6230,No,14,3,0,16,14,1,No
35,Travel_Rarely,Sales,1,3,Male,2,Sales Executive,3,Married,4717,No,11,3,0,15,11,6,No
40,Travel_Rarely,Research & Development,6,3,Female,4,Manufacturing Director,3,Single,13237,No,15,3,0,22,20,5,No
39,Travel_Frequently,Research & Development,8,1,Female,1,Laboratory Technician,3,Married,3755,No,11,3,1,8,8,0,No
31,Travel_Rarely,Sales,2,1,Male,2,Sales Executive,4,Single,6582,Yes,13,3,0,10,6,0,No
42,Travel_Rarely,Research & Development,24,3,Male,3,Manufacturing Director,1,Married,7406,Yes,21,4,1,10,10,5,No
45,Travel_Rarely,Sales,2,3,Male,2,Sales Executive,2,Married,4805,No,19,3,1,9,8,3,No
26,Travel_Frequently,Human Resources,17,4,Female,1,Human Resources,3,Divorced,2741,Yes,11,3,1,8,7,1,Yes
29,Travel_Rarely,Research & Development,19,3,Male,2,Manufacturing Director,4,Divorced,4262,No,12,3,2,8,3,1,No
33,Travel_Rarely,Research & Development,1,5,Female,4,Research Director,3,Divorced,16184,No,19,3,1,10,6,0,No
31,Travel_Rarely,Sales,7,3,Male,3,Manager,4,Divorced,11557,No,21,4,1,10,5,0,No
18,Travel_Frequently,Sales,5,3,Male,1,Sales Representative,2,Single,1878,Yes,14,3,0,0,0,0,Yes
40,Non-Travel,Sales,28,3,Male,3,Sales Executive,1,Divorced,10932,No,15,3,1,20,1,0,No
41,Non-Travel,Research & Development,2,4,Female,2,Healthcare Representative,3,Single,6811,Yes,17,3,0,10,8,0,No
26,Travel_Rarely,Sales,29,2,Male,2,Sales Executive,3,Divorced,4306,No,12,3,2,8,0,0,No
35,Travel_Rarely,Sales,1,3,Female,2,Sales Executive,3,Single,4859,No,16,3,0,5,5,0,No
34,Travel_Rarely,Sales,21,4,Male,2,Sales Executive,4,Single,5337,No,12,3,0,10,10,5,No
26,Travel_Rarely,Research & Development,24,3,Male,1,Laboratory Technician,4,Single,2340,Yes,18,3,0,1,1,0,Yes
37,Travel_Rarely,Research & Development,1,3,Female,3,Manufacturing Director,4,Single,7491,No,17,3,0,12,6,1,No
46,Travel_Frequently,Research & Development,18,1,Female,3,Healthcare Representative,3,Married,10527,No,11,3,0,28,2,1,No
41,Travel_Rarely,Sales,2,5,Female,4,Manager,1,Married,16595,No,16,3,1,22,18,11,No
37,Non-Travel,Sales,9,4,Male,3,Sales Executive,2,Divorced,8834,No,13,3,1,9,9,7,No
52,Travel_Rarely,Research & Development,6,2,Male,2,Research Scientist,1,Divorced,5577,Yes,12,3,2,18,10,6,No
32,Non-Travel,Sales,11,4,Male,2,Sales Executive,3,Married,4707,No,12,3,0,6,4,1,Yes
24,Travel_Frequently,Sales,24,3,Male,1,Sales Representative,4,Married,2400,No,13,3,2,3,2,2,No
38,Travel_Rarely,Research & Development,10,3,Female,2,Healthcare Representative,3,Married,9824,No,19,3,1,18,1,0,No
37,Travel_Rarely,Research & Development,1,4,Female,2,Manufacturing Director,2,Married,6447,No,12,3,1,8,6,4,No
49,Travel_Rarely,Research & Development,18,4,Male,5,Research Director,3,Divorced,19502,Yes,17,3,1,31,31,0,No
24,Travel_Rarely,Research & Development,23,3,Male,1,Research Scientist,4,Married,2725,Yes,11,3,2,6,6,1,No
